Highest Charting Position,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms)
51,0.864,0.477,-5.786,0.224,0.201,0.182,86.46,192932
53,0.812,0.506,-7.706,0.116,0.281,0.325,145.074,237946
55,0.458,0.452,-9.299,0.047,0.342,0.0703,86.318,269680
67,0.881,0.636,-4.629,0.287,0.00606,0.111,163.949,152195
68,0.41,0.82,-6.808,0.533,0.252,0.538,170.718,223124
70,0.473,0.824,-3.68,0.163,0.482,0.605,77.888,222929
73,0.749,0.792,-4.151,0.0826,0.292,0.109,144.064,180000
84,0.787,0.477,-7.837,0.199,0.768,0.104,80.506,234783
89,0.551,0.57,-7.385,0.351,0.28,0.424,85.687,271184
25,0.893,0.618,-4.425,0.112,0.0827,0.542,119.099,161377
40,0.811,0.512,-6.381,0.17,0.218,0.0768,92.046,161188
29,0.596,0.366,-11.144,0.115,0.63,0.0554,84.394,193668
85,0.788,0.491,-9.884,0.109,0.386,0.107,98.543,146028
32,0.836,0.624,-6.75,0.184,0.187,0.138,103,139890
37,0.708,0.797,-3.095,0.0391,0.4,0.096,88.015,210000
130,0.754,0.449,-9.211,0.109,0.0332,0.552,77.169,198973
103,0.716,0.588,-3.952,0.116,0.152,0.0847,165.896,183547
32,0.877,0.492,-8.11,0.153,0.0136,0.0678,151.042,166799
109,0.929,0.7,-5.595,0.0906,0.144,0.349,120.009,132024
139,0.816,0.72,-4.454,0.0684,0.206,0.277,94.004,267242
38,0.453,0.538,-8.212,0.0638,0.449,0.19,122.973,204533
112,0.8,0.628,-6.615,0.285,0.103,0.391,143.979,141387
115,0.785,0.554,-6.571,0.0409,0.283,0.116,128.047,150043
151,0.572,0.519,-8.054,0.243,0.000415,0.129,100.453,169355
166,0.859,0.477,-6.116,0.428,0.00414,0.0819,145.979,251336
47,0.775,0.696,-5.184,0.0681,0.0559,0.157,92.007,190570
183,0.651,0.806,-4.842,0.0311,0.00399,0.0927,125.641,239877
80,0.67,0.668,-4.306,0.0422,0.536,0.133,88.033,179053
97,0.731,0.832,-2.592,0.0503,0.273,0.0665,146.013,178613
85,0.657,0.768,-4.628,0.0507,0.108,0.144,75.025,186223
109,0.803,0.759,-4.692,0.0494,0.00509,0.0921,104,213308
74,0.87,0.706,-5.395,0.126,0.0253,0.0872,100.013,145800
78,0.915,0.612,-4.535,0.407,0.0944,0.115,129.93,118547
102,0.896,0.72,-6.262,0.355,0.169,0.252,140.1,212093
156,0.932,0.578,-4.478,0.366,0.115,0.115,129.991,111173
16,0.712,0.598,-5.368,0.0388,0.0546,0.154,130.007,212354
162,0.68,0.766,-4.799,0.0923,0.0411,0.116,160.095,180000
80,0.611,0.651,-6.973,0.0589,0.144,0.105,122.983,215361
63,0.836,0.617,-4.363,0.0534,0.17,0.319,138.066,206702
180,0.875,0.687,-5.734,0.387,0.236,0.141,109.791,125907
128,0.735,0.787,-4.375,0.16,0.667,0.0721,168.997,203093
156,0.815,0.518,-6.594,0.0897,0.223,0.104,151.891,177667
163,0.464,0.547,-8.137,0.339,0.0511,0.155,67.003,221492
101,0.775,0.823,-4.941,0.0635,0.0881,0.309,120.059,174848
127,0.839,0.594,-9.087,0.139,0.249,0.165,76.007,179844
128,0.628,0.712,-4.864,0.156,0.282,0.156,86.627,167827
30,0.483,0.361,-7.889,0.0738,0.832,0.098,171.649,193795
86,0.809,0.911,-4.41,0.0617,0.00795,0.181,122.035,191242
152,0.528,0.511,-8.144,0.0324,0.126,0.101,100.1,209880
190,0.733,0.389,-8.468,0.0738,0.0513,0.141,157.878,159670
194,0.737,0.832,-2.622,0.0798,0.12,0.255,173.986,330240
105,0.922,0.813,-3.268,0.251,0.0198,0.0539,141.087,165726
192,0.534,0.589,-1.865,0.325,0.256,0.176,78.616,209829
117,0.668,0.892,-3.001,0.0645,0.298,0.735,95.927,159011
15,0.825,0.483,-5.746,0.08,0.538,0.204,139.98,219933
46,0.664,0.561,-7.031,0.0495,0.00261,0.0764,150.093,203672
103,0.722,0.62,-3.639,0.0483,0.313,0.26,127.978,186786
29,0.882,0.612,-6.103,0.118,0.0475,0.182,147.982,160638
24,0.467,0.608,-7.847,0.0707,0.0909,0.125,80.957,211400
191,0.812,0.689,-5.113,0.0619,0.181,0.0784,144.011,129782
77,0.882,0.602,-5.554,0.245,0.0177,0.178,142.959,183011
69,0.906,0.474,-6.124,0.194,0.0311,0.286,106.976,194607
170,0.812,0.519,-4.823,0.0385,0.379,0.13,104.954,165714
70,0.469,0.785,-4.015,0.0664,0.133,0.0931,89.719,209583
71,0.875,0.813,-4.502,0.0579,0.00618,0.321,114.993,184882
92,0.68,0.701,-5.001,0.0917,0.138,0.168,94.06,218754
27,0.504,0.498,-8.24,0.0499,0.131,0.0929,87.221,191307
21,0.218,0.652,-7.953,0.0641,0.033,0.172,65.375,250053
118,0.768,0.486,-5.954,0.0353,0.408,0.098,125.021,166266
122,0.82,0.783,-6.146,0.0621,0.0158,0.0938,130.015,166087
132,0.761,0.556,-6.943,0.364,0.138,0.0976,187.81,160357
28,0.638,0.863,-5.221,0.132,0.052,0.685,120.077,239973
136,0.644,0.768,-4.316,0.0455,0.174,0.469,108.992,220536
36,0.375,0.605,-7.268,0.0729,0.612,0.147,175.946,283227
35,0.55,0.611,-7.475,0.137,0.162,0.121,148.062,247187
37,0.404,0.524,-8.996,0.0593,0.0456,0.199,145.74,355960
161,0.774,0.588,-8.529,0.225,0.0386,0.258,75.978,147353
44,0.737,0.766,-4.242,0.0458,0.31,0.114,93.956,196500
85,0.886,0.604,-7.293,0.208,0.194,0.107,98.023,305333
187,0.631,0.75,-5.416,0.0394,0.00388,0.286,90.019,200293
188,0.749,0.461,-2.961,0.0416,0.0516,0.0738,139.02,204887
51,0.555,0.619,-7.918,0.0314,0.0323,0.0917,95.032,195813
68,0.245,0.394,-9.887,0.0374,0.423,0.093,115.233,190173
87,0.651,0.561,-5.715,0.25,0.25,0.435,175.992,189827
88,0.849,0.709,-4.717,0.0794,0.229,0.329,93.06,176627
103,0.795,0.911,-2.228,0.0875,0.0157,0.131,164.081,182093
134,0.828,0.738,-4.295,0.0516,0.0381,0.0917,94.995,142547
15,0.772,0.634,-6.101,0.212,0.135,0.432,160.052,210261
31,0.855,0.676,-5.736,0.325,0.0888,0.144,133.082,195299
113,0.723,0.726,-3.835,0.0472,0.0564,0.057,100.051,176283
57,0.879,0.448,-8.57,0.222,0.0346,0.224,136.985,198913
163,0.731,0.787,-5.26,0.0721,0.0853,0.316,92.971,186693
65,0.816,0.582,-4.141,0.341,0.0794,0.0916,160.004,136366
42,0.71,0.808,-6.703,0.0433,0.44,0.0734,99.989,226003
183,0.726,0.646,-6.9,0.0977,0.0495,0.112,134.999,163253
63,0.761,0.732,-5.469,0.0549,0.092,0.0716,151.982,243276
81,0.65,0.558,-3.082,0.0309,0.368,0.303,141.82,159533
130,0.617,0.525,-10.426,0.12,0.554,0.135,135.781,212867
45,0.71,0.81,-5.507,0.0854,0.117,0.154,92.041,159282
55,0.81,0.854,-3.999,0.254,0.0732,0.123,154.083,227939
61,0.733,0.567,-6.718,0.319,0.0129,0.382,75.491,238816
68,0.895,0.739,-6.633,0.283,0.0183,0.102,140.007,219340
104,0.747,0.497,-6.542,0.0401,0.248,0.138,142.046,158709
36,0.903,0.535,-6.238,0.286,0.0298,0.0851,130.117,195692
70,0.683,0.677,-4.496,0.0469,0.0869,0.0998,156.019,240253
126,0.802,0.748,-5.708,0.207,0.24,0.165,150.063,193861
126,0.487,0.398,-9.901,0.0697,0.835,0.12,149.367,157766
57,0.802,0.787,-6.181,0.0599,0.0832,0.153,94.026,167975
147,0.95,0.654,-5.895,0.307,0.0744,0.138,132.936,194844
149,0.862,0.65,-6.978,0.355,0.0207,0.568,131.194,115350
60,0.762,0.801,-3.661,0.0409,0.2,0.254,93.992,136893
153,0.762,0.622,-6.293,0.223,0.352,0.145,130.019,193314
69,0.55,0.598,-5.402,0.0831,0.132,0.0955,83.836,232496
158,0.867,0.768,-3.73,0.0791,0.18,0.254,102.021,181826
163,0.443,0.582,-6.02,0.0482,0.0301,0.127,147.589,193090
81,0.76,0.607,-6.274,0.0964,0.00277,0.132,105.979,188187
53,0.817,0.665,-6.224,0.0758,0.0549,0.103,104.957,215460
37,0.816,0.629,-5.568,0.226,0.133,0.0692,96.493,131607
177,0.71,0.586,-5.331,0.381,0.248,0.193,175.987,185439
113,0.632,0.345,-8,0.0349,0.551,0.104,141.641,180413
51,0.929,0.563,-7.428,0.49,0.000592,0.244,129.957,213885
184,0.837,0.601,-5.628,0.198,0.21,0.0928,142.977,176756
53,0.786,0.683,-5.397,0.205,0.173,0.706,126.002,233333
188,0.817,0.656,-7.086,0.277,0.051,0.115,139.915,120076
52,0.858,0.547,-5.822,0.29,0.213,0.104,128.02,211883
19,0.719,0.758,-5.167,0.0851,0.137,0.129,147.023,198261
192,0.756,0.553,-4.24,0.0343,0.404,0.158,117.992,221467
61,0.734,0.836,-4.803,0.0735,0.017,0.179,80.002,270741
66,0.631,0.665,-7.589,0.229,0.602,0.152,80.353,157967
198,0.826,0.368,-12.761,0.133,0.516,0.0914,127.977,107446
120,0.668,0.684,-5.937,0.0527,0.627,0.923,108.138,187986
60,0.741,0.599,-6.672,0.419,0.00961,0.785,139.891,227474
61,0.748,0.771,-4.156,0.15,0.101,0.135,142.086,195058
64,0.776,0.752,-4.711,0.193,0.325,0.33,140.013,192705
68,0.775,0.757,-4.139,0.175,0.162,0.148,142.933,188800
73,0.842,0.556,-6.793,0.442,0.159,0.204,118.836,196639
93,0.702,0.768,-4.055,0.0669,0.541,0.105,70.056,212821
102,0.734,0.703,-6.256,0.355,0.237,0.413,151.923,194452
46,0.486,0.388,-9.326,0.126,0.435,0.196,90.471,457592
122,0.803,0.719,-4.485,0.392,0.344,0.425,129.945,238425
140,0.619,0.784,-6.11,0.123,0.0326,0.315,156.035,181161
34,0.591,0.848,-4.397,0.0828,0.137,0.372,105.922,246816
99,0.82,0.635,-5.749,0.0772,0.409,0.244,101.024,258280
108,0.702,0.508,-7.105,0.035,0.144,0.108,82.008,252337
65,0.788,0.436,-9.435,0.364,0.0611,0.0979,129.847,177314
159,0.779,0.707,-6.527,0.16,0.0991,0.0934,140.894,178097
167,0.716,0.563,-5.486,0.0425,0.326,0.119,86.005,160465
169,0.599,0.733,-7.058,0.203,0.176,0.242,102.211,162583
53,0.819,0.654,-6.665,0.136,0.517,0.0996,133.503,188563
105,0.733,0.708,-4.957,0.0937,0.0325,0.324,93.021,186427
104,0.867,0.686,-5.342,0.221,0.311,0.1,139.968,190207
114,0.813,0.764,-3.39,0.105,0.586,0.253,100.047,217773
41,0.857,0.621,-6.376,0.0825,0.148,0.0865,97.989,204467
190,0.556,0.538,-5.408,0.0382,0.0689,0.196,143.95,223347
191,0.806,0.558,-6.46,0.0683,0.482,0.0618,95.016,198973
78,0.729,0.726,-3.208,0.0422,0.223,0.101,92.025,217130
12,0.838,0.545,-6.713,0.0706,0.208,0.103,114.998,220590
69,0.768,0.652,-2.708,0.307,0.113,0.107,154.187,144935
69,0.746,0.45,-8.543,0.0872,0.0407,0.172,95.998,232853
49,0.719,0.611,-5.01,0.0403,0.0582,0.155,129.962,212354
106,0.807,0.678,-3.244,0.177,0.0345,0.0986,147.004,173061
123,0.892,0.486,-8.637,0.384,0.048,0.146,120.998,214215
75,0.823,0.552,-7.57,0.324,0.0174,0.122,124.038,205760
47,0.781,0.762,-5.188,0.0626,0.0222,0.121,110.042,180221
151,0.789,0.509,-8.766,0.291,0.768,0.272,114.957,183793
91,0.795,0.715,-3.582,0.0838,0.141,0.179,165.941,304733
139,0.713,0.798,-3.147,0.219,0.366,0.246,176.073,221103
60,0.658,0.901,-2.814,0.0357,0.0478,0.12,93.979,210520
32,0.881,0.457,-8.191,0.156,0.0327,0.231,136.97,198913
123,0.907,0.539,-7.782,0.36,0.0408,0.253,124.918,150115
58,0.817,0.781,-4.178,0.112,0.00838,0.123,104,216707
128,0.81,0.566,-8.33,0.433,0.107,0.122,142.069,315346
58,0.674,0.64,-5.139,0.0339,0.151,0.0925,99.908,234458
184,0.701,0.714,-5.906,0.524,0.289,0.0883,86.91,173353
185,0.573,0.739,-5.455,0.0581,0.212,0.175,120.077,174062
103,0.742,0.679,-4.594,0.0259,0.0488,0.0754,100.041,201398
146,0.639,0.791,-4.443,0.253,0.0275,0.362,92.603,222347
140,0.771,0.671,-5.617,0.0553,0.00929,0.0637,85.026,171360
90,0.727,0.815,-2.454,0.153,0.0258,0.231,176.075,216067
106,0.795,0.783,-4.271,0.0432,0.361,0.437,92.01,266087
46,0.619,0.459,-5.782,0.0334,0.56,0.137,126.803,184280
82,0.715,0.624,-3.046,0.114,0.11,0.123,158.087,173325
91,0.887,0.388,-14.505,0.349,0.739,0.106,120.035,193143
54,0.643,0.667,-6.993,0.152,0.0433,0.0904,145.999,217404
56,0.72,0.824,-5.086,0.128,0.0394,0.0509,165.998,225012
67,0.566,0.548,-6.456,0.0579,0.0802,0.11,157.999,250296
74,0.55,0.747,-5.211,0.0407,0.0668,0.0536,79.98,199339
75,0.526,0.575,-5.215,0.0309,0.225,0.108,84.047,261543
79,0.589,0.696,-7.981,0.0725,0.017,0.0808,134.953,233266
84,0.703,0.646,-6.658,0.0596,0.0104,0.191,141.87,208590
104,0.808,0.903,-3.106,0.0958,0.0121,0.0993,116.988,196199
109,0.385,0.798,-6.439,0.483,0.115,0.181,149.756,259821
120,0.661,0.84,-4.805,0.116,0.00485,0.287,91.457,237540
154,0.814,0.755,-6.164,0.0942,0.239,0.306,79.976,178500
128,0.711,0.757,-4.188,0.29,0.268,0.367,174.013,218587
129,0.692,0.744,-4.565,0.257,0.00868,0.359,171.374,326467
118,0.726,0.444,-8.922,0.372,0.283,0.177,185.044,168840
155,0.68,0.869,-1.94,0.0589,0.178,0.223,173.997,143448
182,0.915,0.556,-8.601,0.216,0.0145,0.0733,148.964,170947
104,0.73,0.644,-4.124,0.132,0.0933,0.143,174.101,204907
121,0.873,0.656,-6.043,0.068,0.00477,0.0726,125.982,206811
186,0.548,0.648,-4.796,0.292,0.0842,0.123,141.937,204319
86,0.738,0.748,-4.902,0.0453,0.182,0.109,94.949,217253
148,0.42,0.131,-18.435,0.0382,0.953,0.109,137.421,291796
196,0.524,0.577,-4.501,0.18,0.185,0.103,175.396,201361
57,0.904,0.627,-5.608,0.222,0.0303,0.0923,145.976,224243
61,0.648,0.681,-8.389,0.0378,0.263,0.0971,157.941,200773
64,0.764,0.443,-6.625,0.0439,0.52,0.0749,138.999,168200
65,0.566,0.438,-7.564,0.0367,0.809,0.212,117.127,136907
72,0.832,0.508,-6.913,0.149,0.0492,0.107,109.352,185427
79,0.796,0.777,-6.112,0.0567,0.0276,0.095,141.97,202720
85,0.774,0.603,-7.319,0.0591,0.438,0.0869,149.982,179627
86,0.702,0.608,-6.843,0.0359,0.0736,0.129,75.012,195333
96,0.664,0.848,-4.51,0.0322,0.0245,0.172,104.998,372867
103,0.485,0.412,-7.766,0.042,0.738,0.12,64.062,135493
116,0.438,0.315,-8.186,0.0375,0.608,0.151,190.064,170587
122,0.677,0.633,-7.353,0.0467,0.111,0.217,145.012,232147
135,0.465,0.494,-7.595,0.066,0.49,0.127,127.298,176733
139,0.621,0.873,-3.067,0.0369,0.0406,0.0824,97.96,237800
141,0.772,0.616,-4.673,0.102,0.00337,0.104,129.967,178013
67,0.576,0.807,-3.019,0.0374,0.0185,0.0963,90.932,192737
160,0.687,0.592,-6.378,0.224,0.203,0.279,178.83,225266
164,0.639,0.437,-6.959,0.0355,0.692,0.12,147.575,165120
80,0.53,0.612,-8.794,0.0518,0.253,0.246,119.255,193847
68,0.771,0.921,-4.228,0.109,0.166,0.119,128.021,148125
175,0.602,0.88,-5.414,0.0354,0.057,0.284,114.009,324013
14,0.794,0.32,-12.92,0.173,0.853,0.112,174.088,342040
141,0.853,0.351,-10.198,0.241,0.39,0.752,118.028,221543
61,0.56,0.78,-4.895,0.0517,0.00244,0.0714,93.516,157507
187,0.569,0.84,-4.123,0.118,0.0295,0.0995,183.059,249587
193,0.375,0.304,-9.897,0.0325,0.683,0.196,83.832,149653
167,0.683,0.534,-10.348,0.189,0.519,0.148,150.469,180567
186,0.681,0.372,-8.237,0.0432,0.64,0.169,91.873,201000
7,0.806,0.546,-6.637,0.0575,0.3,0.102,147.986,212867
105,0.911,0.637,-8.381,0.447,0.0409,0.238,149.996,156882
66,0.866,0.438,-8.943,0.0719,0.177,0.0743,129.039,223258
120,0.609,0.785,-3.32,0.0891,0.0502,0.171,151.995,181467
16,0.559,0.491,-6.406,0.0346,0.0567,0.0992,153.131,244874
65,0.668,0.892,-3.001,0.0645,0.298,0.735,95.927,159011
70,0.804,0.528,-3.231,0.378,0.125,0.41,138.005,184440
45,0.832,0.508,-6.913,0.149,0.0492,0.107,109.352,185427
95,0.78,0.759,-3.292,0.225,0.462,0.143,91.952,201040
161,0.743,0.709,-3.922,0.0879,0.0451,0.0809,170.001,258600
160,0.554,0.498,-8.866,0.0685,0.23,0.795,79.635,190067
157,0.728,0.542,-5.195,0.0514,0.259,0.136,90.016,227234
89,0.694,0.758,-2.986,0.218,0.278,0.102,192.091,185195
54,0.664,0.666,-2.203,0.0446,0.193,0.0854,139.987,210560
113,0.876,0.662,-6.482,0.426,0.0608,0.127,75.445,163320
101,0.882,0.689,-4.027,0.124,0.39,0.0501,97.963,161627
140,0.795,0.496,-5.883,0.0722,0.108,0.0645,94.01,183000
51,0.679,0.408,-9.754,0.0882,0.133,0.23,129.079,206080
135,0.9,0.4,-8.575,0.127,0.0516,0.0599,135.984,197573
117,0.845,0.631,-8.206,0.216,0.188,0.0806,111.983,279907
192,0.6,0.525,-6.585,0.423,0.393,0.111,96.989,162702
105,0.737,0.86,-2.652,0.0594,0.11,0.0574,93.989,193227
148,0.837,0.364,-11.713,0.276,0.149,0.271,123.984,213594
136,0.725,0.79,-2.331,0.197,0.0711,0.0602,175.988,287773
113,0.822,0.575,-5.95,0.0934,0.113,0.106,100.087,223000
128,0.679,0.679,-6.747,0.167,0.443,0.153,119.921,148676
22,0.794,0.637,-6.29,0.339,0.028,0.0919,103.868,177693
136,0.801,0.731,-3.723,0.383,0.188,0.111,105.666,138409
120,0.917,0.588,-11.047,0.0607,0.195,0.0914,110.077,184480
76,0.746,0.592,-6.861,0.0914,0.462,0.187,160.065,162094
86,0.667,0.583,-5.127,0.0747,0.231,0.181,92.043,181806
183,0.642,0.669,-5.774,0.0486,0.318,0.119,156.084,175067
131,0.737,0.828,-4.711,0.0396,0.0149,0.0862,124.051,208474
190,0.778,0.824,-5.892,0.0707,0.284,0.405,100.024,218093
106,0.74,0.498,-6.684,0.0456,0.0169,0.319,98.016,207039
191,0.889,0.496,-6.365,0.0905,0.259,0.252,86.003,180522
193,0.61,0.83,-4.105,0.0571,0.033,0.118,182.162,193000
134,0.703,0.594,-6.146,0.0752,0.342,0.123,153.848,114893
191,0.483,0.412,-8.461,0.0402,0.737,0.116,170.163,203569
158,0.796,0.586,-6.946,0.147,0.0247,0.132,97.981,200107
123,0.932,0.547,-7.787,0.333,0.0388,0.0924,94.998,176640
26,0.671,0.623,-7.161,0.308,0.00998,0.643,75.055,337147
30,0.68,0.82,-4.197,0.151,0.0614,0.597,140.033,234653
38,0.742,0.553,-8.98,0.419,0.389,0.0694,84.931,209440
99,0.668,0.684,-5.937,0.0527,0.627,0.923,108.138,187986
32,0.852,0.752,-5.793,0.0597,0.0169,0.394,89.95,216600
129,0.784,0.703,-7.491,0.236,0.0973,0.0754,141.035,162938
44,0.661,0.748,-4.809,0.206,0.175,0.254,171.983,265947
164,0.707,0.747,-5.212,0.279,0.307,0.183,80.025,197861
171,0.742,0.731,-4.362,0.306,0.0851,0.131,174.019,183143
56,0.753,0.564,-7.908,0.251,0.114,0.359,77.341,162596
187,0.933,0.448,-4.491,0.136,0.0253,0.104,103.981,167350
126,0.594,0.798,-5.244,0.0844,0.115,0.143,142.049,191840
157,0.777,0.712,-4.84,0.277,0.217,0.091,95.692,175733
182,0.59,0.642,-3.87,0.122,0.0771,0.105,107.356,174444
52,0.72,0.767,-5.839,0.214,0.0387,0.202,88.966,194707
57,0.847,0.637,-5.193,0.367,0.0258,0.382,165.979,173893
62,0.699,0.503,-9.922,0.0882,0.391,0.0996,114.86,220853
69,0.677,0.33,-11.198,0.149,0.474,0.064,68.985,298440
70,0.756,0.747,-5.407,0.046,0.0048,0.588,134.935,200947
71,0.831,0.36,-8.073,0.052,0.136,0.0703,75.014,232212
72,0.848,0.745,-3.052,0.221,0.0949,0.0796,137.024,170227
73,0.871,0.493,-6.356,0.205,0.0134,0.385,144.989,200573
74,0.779,0.805,-3.121,0.178,0.018,0.321,145.68,213413
83,0.458,0.966,-2.107,0.384,0.14,0.11,183.586,286960
90,0.747,0.899,-5.125,0.246,0.1,0.486,92.029,177547
91,0.779,0.362,-10.847,0.0474,0.135,0.111,85.011,286387
94,0.89,0.664,-6.625,0.106,0.00487,0.257,93.007,247733
98,0.875,0.599,-9.077,0.138,0.0333,0.113,152.061,256507
100,0.429,0.231,-20.43,0.402,0.878,0.279,74.545,30133
102,0.769,0.811,-4.162,0.228,0.0234,0.0451,155.081,177293
113,0.635,0.543,-5.941,0.067,0.0454,0.272,98.743,303000
115,0.708,0.661,-6.543,0.0546,0.0396,0.113,102.046,211784
118,0.828,0.182,-13.066,0.166,0.754,0.15,147.279,330507
139,0.583,0.499,-10.086,0.0261,0.591,0.33,155.199,217868
148,0.762,0.054,-16.735,0.0503,0.947,0.124,96.838,160267
155,0.791,0.535,-6.753,0.311,0.0448,0.129,158.922,173785
157,0.739,0.627,-8.608,0.171,0.0459,0.159,74.962,199981
167,0.916,0.57,-6.278,0.18,0.0286,0.0851,110.05,169702
168,0.776,0.713,-6.121,0.143,0.525,0.306,127.987,193453
87,0.695,0.573,-8.882,0.167,0.132,0.156,100.031,192172
90,0.784,0.552,-7.261,0.0871,0.0447,0.192,111.984,170498
107,0.873,0.51,-5.35,0.0661,0.565,0.0738,110.953,148776
111,0.724,0.415,-8.408,0.0518,0.764,0.103,89.999,186459
119,0.695,0.62,-8.082,0.0521,0.0881,0.111,150.032,194900
83,0.665,0.712,-7.536,0.0527,0.00103,0.102,93.992,157220
111,0.591,0.841,-4.351,0.0304,0.0119,0.395,109.034,158805
102,0.323,0.405,-8.533,0.0413,0.849,0.138,145.104,194848
161,0.826,0.571,-9.263,0.0426,0.249,0.215,121.06,189145
166,0.583,0.777,-6.991,0.185,0.109,0.108,190.054,263306
131,0.748,0.648,-6.445,0.0816,0.484,0.126,139.952,123560
138,0.499,0.8,-2.665,0.0502,0.0906,0.147,139.919,229573
176,0.757,0.673,-8.513,0.141,0.095,0.338,92.958,185806
182,0.886,0.479,-8.054,0.334,0.077,0.135,130.029,158692
187,0.785,0.753,-3.841,0.0873,0.188,0.265,94.012,199301
140,0.674,0.881,-2.853,0.147,0.296,0.0793,98.994,178480
177,0.802,0.82,-5.969,0.146,0.0579,0.149,164.005,172196
133,0.826,0.773,-4.218,0.0524,0.323,0.143,126.899,238200
195,0.855,0.294,-8.676,0.286,0.3,0.091,139.745,182017
196,0.691,0.446,-10.304,0.0472,0.484,0.183,93.03,212436
179,0.697,0.683,-2.881,0.117,0.0372,0.137,96.133,186987
153,0.842,0.801,-4.167,0.228,0.157,0.0642,95.881,212500
107,0.584,0.607,-6.605,0.0356,0.426,0.101,117.817,194827
36,0.859,0.6,-4.63,0.301,0.071,0.353,123.017,244761
39,0.75,0.789,-4.578,0.108,0.253,0.129,147.957,157133
38,0.643,0.594,-5.191,0.0312,0.0695,0.115,118.037,250142
125,0.773,0.836,-2.326,0.153,0.283,0.0828,112.01,201271
169,0.746,0.717,-4.841,0.179,0.199,0.132,150.964,179133
150,0.941,0.758,-6.47,0.17,0.0256,0.193,128.017,157093
187,0.77,0.882,-4.792,0.0602,0.194,0.316,99.991,223523
145,0.791,0.862,-3.24,0.11,0.037,0.0814,123.994,214847
192,0.695,0.719,-5.938,0.0903,0.227,0.0884,180.074,175187
59,0.619,0.459,-5.782,0.0334,0.56,0.137,126.803,184280
72,0.594,0.676,-5.808,0.344,0.135,0.163,143.477,181145
128,0.689,0.516,-5.857,0.0444,0.513,0.163,124.876,190920
143,0.413,0.13,-25.166,0.0336,0.9,0.111,123.342,46837
156,0.826,0.73,-3.032,0.0809,0.383,0.0197,150.134,157600
178,0.878,0.619,-5.56,0.102,0.0533,0.113,136.041,157067
187,0.635,0.537,-7.895,0.0832,0.172,0.418,125.028,215381
190,0.932,0.778,-3.384,0.0638,0.212,0.168,124.996,188613
195,0.762,0.7,-6.021,0.0694,0.00261,0.153,116.073,209320
196,0.528,0.87,-3.123,0.0851,0.24,0.333,152.37,181930
197,0.765,0.523,-4.333,0.03,0.184,0.132,104.988,217307
198,0.832,0.55,-7.026,0.0587,0.249,0.182,154.064,152784
199,0.448,0.603,-7.176,0.064,0.433,0.0862,205.272,221307
1,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,238805
1,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,141806
3,0.812,0.736,-5.421,0.0833,0.152,0.0914,91.993,193806
3,0.728,0.783,-4.424,0.266,0.237,0.434,77.011,173381
1,0.695,0.54,-5.692,0.0493,0.299,0.367,121.932,168602
4,0.795,0.8,-6.32,0.0309,0.0354,0.0915,116.032,202735
5,0.843,0.7,-3.563,0.0803,0.0934,0.14,93.991,226088
2,0.741,0.691,-7.395,0.0672,0.0221,0.0476,150.087,212353
8,0.869,0.694,-3.35,0.0783,0.356,0.0878,90.02,224997
4,0.788,0.859,-2.724,0.0856,0.281,0.0424,141.02,207853
6,0.824,0.764,-4.175,0.0854,0.0888,0.117,107.998,172627
1,0.604,0.366,-7.519,0.0282,0.578,0.133,141.981,224695
11,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,153190
13,0.756,0.697,-6.377,0.0401,0.182,0.333,94.996,206071
14,0.41,0.611,-8.271,0.0467,0.0228,0.116,185.727,184448
16,0.87,0.548,-5.253,0.077,0.0924,0.0534,96.018,153750
3,0.737,0.846,-4.51,0.22,0.00614,0.0486,87.981,143901
18,0.671,0.636,-8.117,0.103,0.515,0.172,120.966,148197
11,0.345,0.612,-6.543,0.0608,0.232,0.194,179.773,153000
3,0.807,0.893,-3.745,0.0347,0.0451,0.366,126.011,230747
11,0.671,0.673,-6.941,0.0444,0.148,0.304,121.963,237720
4,0.762,0.766,-3.955,0.0343,0.00776,0.128,130.001,287120
23,0.754,0.763,-4.627,0.0435,0.0301,0.0901,117.953,164819
1,0.563,0.664,-5.044,0.154,0.335,0.0849,166.928,178147
3,0.573,0.711,-6.268,0.0406,0.0114,0.328,105.006,226198
21,0.575,0.648,-4.891,0.0358,0.583,0.115,75.977,160240
1,0.514,0.73,-5.934,0.0598,0.00146,0.0897,171.005,200040
12,0.639,0.703,-6.33,0.0794,0.0889,0.0865,169.888,207301
17,0.814,0.628,-7.178,0.221,0.167,0.101,123.977,201334
19,0.426,0.225,-12.422,0.0291,0.823,0.11,104.506,232204
31,0.442,0.538,-8.55,0.0451,0.717,0.09,122.758,244360
9,0.854,0.806,-8.262,0.0886,0.0209,0.0703,124.927,157890
29,0.612,0.807,-2.81,0.0336,0.0495,0.101,124.053,240400
3,0.644,0.648,-4.601,0.118,0.276,0.135,179.951,206710
6,0.664,0.609,-6.509,0.0707,0.304,0.0926,130.041,210560
35,0.609,0.692,-2.958,0.0259,0.0157,0.0864,116.959,233720
8,0.577,0.45,-8.516,0.0834,0.357,0.111,205.863,216120
3,0.764,0.705,-3.463,0.0284,0.259,0.12,110.97,208667
39,0.744,0.8,-2.63,0.266,0.181,0.0746,89.925,182758
